pf, N, m, T, sigma, cut, U, error, U_F-CS, U_F-kolafa, U_F-thol, U_F-mecke, U_F-gottschalk, U_F-hess, U_RDF_CS, U_RDF_LJ
2.500e-02, 6.000e+03, 1.000e+00, 1.300e+00, 1.000e+00, 4.500e+00, -4.394e-01, 1.172e-01, 1.568e-02, -3.966e-01, -3.867e-01, -3.842e-01, -3.841e-01, -3.848e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 1.400e+00, 1.000e+00, 4.500e+00, -3.778e-01, 3.327e-02, 1.705e-02, -3.848e-01, -3.729e-01, -3.705e-01, -3.716e-01, -3.721e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 1.500e+00, 1.000e+00, 4.500e+00, -3.513e-01, 3.434e-03, 1.843e-02, -3.752e-01, -3.616e-01, -3.592e-01, -3.610e-01, -3.614e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 1.600e+00, 1.000e+00, 4.500e+00, -3.422e-01, 3.615e-03, 1.981e-02, -3.672e-01, -3.520e-01, -3.497e-01, -3.519e-01, -3.522e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 1.700e+00, 1.000e+00, 4.500e+00, -3.341e-01, 2.512e-03, 2.120e-02, -3.604e-01, -3.438e-01, -3.415e-01, -3.439e-01, -3.441e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 1.800e+00, 1.000e+00, 4.500e+00, -3.273e-01, 2.092e-03, 2.260e-02, -3.547e-01, -3.367e-01, -3.344e-01, -3.368e-01, -3.370e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 1.900e+00, 1.000e+00, 4.500e+00, -3.201e-01, 1.443e-03, 2.400e-02, -3.497e-01, -3.303e-01, -3.281e-01, -3.305e-01, -3.306e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 2.000e+00, 1.000e+00, 4.500e+00, -3.140e-01, 1.069e-03, 2.540e-02, -3.454e-01, -3.247e-01, -3.225e-01, -3.248e-01, -3.249e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 2.100e+00, 1.000e+00, 4.500e+00, -3.085e-01, 1.382e-03, 2.681e-02, -3.416e-01, -3.196e-01, -3.174e-01, -3.196e-01, -3.196e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 2.200e+00, 1.000e+00, 4.500e+00, -3.036e-01, 6.037e-04, 2.822e-02, -3.382e-01, -3.149e-01, -3.128e-01, -3.148e-01, -3.148e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 2.300e+00, 1.000e+00, 4.500e+00, -3.007e-01, 5.910e-04, 2.963e-02, -3.351e-01, -3.107e-01, -3.085e-01, -3.104e-01, -3.104e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 2.400e+00, 1.000e+00, 4.500e+00, -2.960e-01, 1.839e-03, 3.105e-02, -3.324e-01, -3.067e-01, -3.046e-01, -3.063e-01, -3.063e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 2.500e+00, 1.000e+00, 4.500e+00, -2.928e-01, 6.927e-04, 3.247e-02, -3.299e-01, -3.031e-01, -3.010e-01, -3.025e-01, -3.024e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 2.600e+00, 1.000e+00, 4.500e+00, -2.898e-01, 5.304e-04, 3.389e-02, -3.276e-01, -2.996e-01, -2.976e-01, -2.989e-01, -2.988e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 2.700e+00, 1.000e+00, 4.500e+00, -2.860e-01, 1.087e-03, 3.531e-02, -3.256e-01, -2.964e-01, -2.944e-01, -2.955e-01, -2.954e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 2.800e+00, 1.000e+00, 4.500e+00, -2.824e-01, 9.439e-04, 3.673e-02, -3.237e-01, -2.934e-01, -2.914e-01, -2.923e-01, -2.921e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 2.900e+00, 1.000e+00, 4.500e+00, -2.806e-01, 8.922e-04, 3.816e-02, -3.219e-01, -2.905e-01, -2.885e-01, -2.892e-01, -2.891e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 3.000e+00, 1.000e+00, 4.500e+00, -2.774e-01, 4.866e-04, 3.959e-02, -3.203e-01, -2.877e-01, -2.857e-01, -2.863e-01, -2.861e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 3.100e+00, 1.000e+00, 4.500e+00, -2.747e-01, 3.123e-04, 4.101e-02, -3.187e-01, -2.851e-01, -2.831e-01, -2.835e-01, -2.833e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 3.200e+00, 1.000e+00, 4.500e+00, -2.728e-01, 6.404e-04, 4.244e-02, -3.173e-01, -2.825e-01, -2.806e-01, -2.808e-01, -2.806e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 3.300e+00, 1.000e+00, 4.500e+00, -2.695e-01, 5.234e-04, 4.387e-02, -3.160e-01, -2.801e-01, -2.782e-01, -2.782e-01, -2.780e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 3.400e+00, 1.000e+00, 4.500e+00, -2.674e-01, 9.514e-04, 4.530e-02, -3.147e-01, -2.777e-01, -2.759e-01, -2.757e-01, -2.755e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 3.500e+00, 1.000e+00, 4.500e+00, -2.644e-01, 3.849e-04, 4.673e-02, -3.135e-01, -2.754e-01, -2.736e-01, -2.733e-01, -2.731e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 3.600e+00, 1.000e+00, 4.500e+00, -2.629e-01, 1.366e-03, 4.816e-02, -3.124e-01, -2.732e-01, -2.714e-01, -2.709e-01, -2.708e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 3.700e+00, 1.000e+00, 4.500e+00, -2.601e-01, 1.137e-03, 4.959e-02, -3.113e-01, -2.711e-01, -2.693e-01, -2.687e-01, -2.685e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 3.800e+00, 1.000e+00, 4.500e+00, -2.586e-01, 9.771e-04, 5.102e-02, -3.103e-01, -2.690e-01, -2.672e-01, -2.665e-01, -2.663e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 3.900e+00, 1.000e+00, 4.500e+00, -2.569e-01, 7.527e-04, 5.245e-02, -3.094e-01, -2.669e-01, -2.652e-01, -2.643e-01, -2.641e-01, nan, -0.000e+00
2.500e-02, 6.000e+03, 1.000e+00, 4.000e+00, 1.000e+00, 4.500e+00, -2.556e-01, 1.349e-03, 5.389e-02, -3.084e-01, -2.649e-01, -2.632e-01, -2.622e-01, -2.620e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 1.300e+00, 1.000e+00, 4.500e+00, -1.140e+00, 2.707e-01, 3.346e-02, -7.882e-01, -7.658e-01, -7.566e-01, -7.663e-01, -7.682e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 1.400e+00, 1.000e+00, 4.500e+00, -9.527e-01, 2.561e-01, 3.637e-02, -7.646e-01, -7.362e-01, -7.293e-01, -7.415e-01, -7.427e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 1.500e+00, 1.000e+00, 4.500e+00, -7.656e-01, 1.252e-01, 3.928e-02, -7.457e-01, -7.132e-01, -7.071e-01, -7.203e-01, -7.211e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 1.600e+00, 1.000e+00, 4.500e+00, -7.010e-01, 5.408e-02, 4.221e-02, -7.302e-01, -6.943e-01, -6.886e-01, -7.020e-01, -7.025e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 1.700e+00, 1.000e+00, 4.500e+00, -6.688e-01, 2.209e-02, 4.516e-02, -7.173e-01, -6.784e-01, -6.729e-01, -6.860e-01, -6.862e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 1.800e+00, 1.000e+00, 4.500e+00, -6.565e-01, 2.231e-02, 4.811e-02, -7.064e-01, -6.646e-01, -6.593e-01, -6.718e-01, -6.717e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 1.900e+00, 1.000e+00, 4.500e+00, -6.366e-01, 6.241e-03, 5.106e-02, -6.970e-01, -6.525e-01, -6.474e-01, -6.590e-01, -6.588e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 2.000e+00, 1.000e+00, 4.500e+00, -6.245e-01, 8.244e-03, 5.403e-02, -6.890e-01, -6.417e-01, -6.368e-01, -6.475e-01, -6.471e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 2.100e+00, 1.000e+00, 4.500e+00, -6.141e-01, 5.098e-03, 5.700e-02, -6.819e-01, -6.320e-01, -6.272e-01, -6.369e-01, -6.364e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 2.200e+00, 1.000e+00, 4.500e+00, -6.056e-01, 4.692e-03, 5.998e-02, -6.757e-01, -6.232e-01, -6.185e-01, -6.272e-01, -6.266e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 2.300e+00, 1.000e+00, 4.500e+00, -5.974e-01, 4.809e-03, 6.296e-02, -6.701e-01, -6.151e-01, -6.106e-01, -6.182e-01, -6.176e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 2.400e+00, 1.000e+00, 4.500e+00, -5.892e-01, 2.651e-03, 6.594e-02, -6.652e-01, -6.076e-01, -6.032e-01, -6.099e-01, -6.092e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 2.500e+00, 1.000e+00, 4.500e+00, -5.830e-01, 2.824e-03, 6.893e-02, -6.607e-01, -6.007e-01, -5.964e-01, -6.021e-01, -6.013e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 2.600e+00, 1.000e+00, 4.500e+00, -5.753e-01, 3.996e-03, 7.192e-02, -6.566e-01, -5.942e-01, -5.899e-01, -5.947e-01, -5.939e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 2.700e+00, 1.000e+00, 4.500e+00, -5.691e-01, 2.325e-03, 7.492e-02, -6.529e-01, -5.880e-01, -5.839e-01, -5.877e-01, -5.869e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 2.800e+00, 1.000e+00, 4.500e+00, -5.648e-01, 3.114e-03, 7.792e-02, -6.494e-01, -5.822e-01, -5.782e-01, -5.811e-01, -5.802e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 2.900e+00, 1.000e+00, 4.500e+00, -5.601e-01, 1.267e-03, 8.092e-02, -6.463e-01, -5.767e-01, -5.727e-01, -5.748e-01, -5.739e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 3.000e+00, 1.000e+00, 4.500e+00, -5.512e-01, 1.984e-03, 8.392e-02, -6.434e-01, -5.714e-01, -5.675e-01, -5.688e-01, -5.679e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 3.100e+00, 1.000e+00, 4.500e+00, -5.465e-01, 1.205e-03, 8.692e-02, -6.406e-01, -5.663e-01, -5.625e-01, -5.631e-01, -5.621e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 3.200e+00, 1.000e+00, 4.500e+00, -5.433e-01, 1.108e-03, 8.992e-02, -6.381e-01, -5.615e-01, -5.577e-01, -5.575e-01, -5.565e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 3.300e+00, 1.000e+00, 4.500e+00, -5.382e-01, 2.176e-04, 9.292e-02, -6.357e-01, -5.568e-01, -5.531e-01, -5.522e-01, -5.511e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 3.400e+00, 1.000e+00, 4.500e+00, -5.340e-01, 7.447e-04, 9.593e-02, -6.335e-01, -5.522e-01, -5.486e-01, -5.470e-01, -5.460e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 3.500e+00, 1.000e+00, 4.500e+00, -5.284e-01, 1.371e-03, 9.893e-02, -6.313e-01, -5.478e-01, -5.442e-01, -5.420e-01, -5.409e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 3.600e+00, 1.000e+00, 4.500e+00, -5.242e-01, 2.429e-03, 1.019e-01, -6.293e-01, -5.435e-01, -5.400e-01, -5.372e-01, -5.361e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 3.700e+00, 1.000e+00, 4.500e+00, -5.199e-01, 1.609e-03, 1.049e-01, -6.274e-01, -5.393e-01, -5.359e-01, -5.325e-01, -5.313e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 3.800e+00, 1.000e+00, 4.500e+00, -5.151e-01, 2.178e-03, 1.079e-01, -6.256e-01, -5.352e-01, -5.318e-01, -5.279e-01, -5.267e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 3.900e+00, 1.000e+00, 4.500e+00, -5.111e-01, 2.827e-03, 1.109e-01, -6.239e-01, -5.312e-01, -5.279e-01, -5.234e-01, -5.222e-01, nan, -0.000e+00
5.000e-02, 6.000e+03, 1.000e+00, 4.000e+00, 1.000e+00, 4.500e+00, -5.074e-01, 1.412e-03, 1.140e-01, -6.222e-01, -5.272e-01, -5.240e-01, -5.190e-01, -5.179e-01, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 1.300e+00, 1.000e+00, 4.500e+00, -1.964e+00, 2.716e-01, 5.366e-02, -1.170e+00, -1.135e+00, -1.111e+00, -1.148e+00, -1.150e+00, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 1.400e+00, 1.000e+00, 4.500e+00, -1.498e+00, 3.129e-01, 5.829e-02, -1.136e+00, -1.087e+00, -1.072e+00, -1.111e+00, -1.111e+00, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 1.500e+00, 1.000e+00, 4.500e+00, -1.211e+00, 2.373e-01, 6.293e-02, -1.108e+00, -1.052e+00, -1.041e+00, -1.079e+00, -1.079e+00, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 1.600e+00, 1.000e+00, 4.500e+00, -1.273e+00, 3.092e-01, 6.758e-02, -1.086e+00, -1.025e+00, -1.015e+00, -1.051e+00, -1.050e+00, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 1.700e+00, 1.000e+00, 4.500e+00, -1.058e+00, 1.448e-01, 7.225e-02, -1.067e+00, -1.003e+00, -9.933e-01, -1.027e+00, -1.025e+00, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 1.800e+00, 1.000e+00, 4.500e+00, -9.898e-01, 5.007e-02, 7.694e-02, -1.052e+00, -9.833e-01, -9.745e-01, -1.005e+00, -1.003e+00, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 1.900e+00, 1.000e+00, 4.500e+00, -9.513e-01, 2.473e-02, 8.163e-02, -1.039e+00, -9.664e-01, -9.580e-01, -9.858e-01, -9.837e-01, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 2.000e+00, 1.000e+00, 4.500e+00, -9.327e-01, 1.529e-02, 8.633e-02, -1.028e+00, -9.513e-01, -9.433e-01, -9.682e-01, -9.659e-01, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 2.100e+00, 1.000e+00, 4.500e+00, -9.141e-01, 6.998e-03, 9.104e-02, -1.018e+00, -9.378e-01, -9.301e-01, -9.521e-01, -9.496e-01, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 2.200e+00, 1.000e+00, 4.500e+00, -9.011e-01, 1.121e-02, 9.576e-02, -1.009e+00, -9.254e-01, -9.181e-01, -9.372e-01, -9.346e-01, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 2.300e+00, 1.000e+00, 4.500e+00, -8.886e-01, 6.120e-03, 1.005e-01, -1.002e+00, -9.141e-01, -9.070e-01, -9.234e-01, -9.207e-01, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 2.400e+00, 1.000e+00, 4.500e+00, -8.780e-01, 7.356e-03, 1.052e-01, -9.952e-01, -9.035e-01, -8.968e-01, -9.106e-01, -9.077e-01, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 2.500e+00, 1.000e+00, 4.500e+00, -8.673e-01, 5.095e-03, 1.099e-01, -9.891e-01, -8.937e-01, -8.872e-01, -8.985e-01, -8.956e-01, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 2.600e+00, 1.000e+00, 4.500e+00, -8.567e-01, 2.879e-03, 1.147e-01, -9.836e-01, -8.845e-01, -8.782e-01, -8.871e-01, -8.842e-01, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 2.700e+00, 1.000e+00, 4.500e+00, -8.491e-01, 2.552e-03, 1.194e-01, -9.786e-01, -8.757e-01, -8.697e-01, -8.764e-01, -8.734e-01, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 2.800e+00, 1.000e+00, 4.500e+00, -8.417e-01, 3.066e-03, 1.241e-01, -9.740e-01, -8.674e-01, -8.616e-01, -8.662e-01, -8.631e-01, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 2.900e+00, 1.000e+00, 4.500e+00, -8.321e-01, 2.861e-03, 1.289e-01, -9.698e-01, -8.595e-01, -8.538e-01, -8.564e-01, -8.533e-01, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 3.000e+00, 1.000e+00, 4.500e+00, -8.234e-01, 3.071e-03, 1.336e-01, -9.659e-01, -8.519e-01, -8.464e-01, -8.471e-01, -8.439e-01, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 3.100e+00, 1.000e+00, 4.500e+00, -8.182e-01, 2.844e-03, 1.384e-01, -9.622e-01, -8.446e-01, -8.393e-01, -8.381e-01, -8.350e-01, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 3.200e+00, 1.000e+00, 4.500e+00, -8.090e-01, 1.485e-03, 1.431e-01, -9.588e-01, -8.375e-01, -8.323e-01, -8.295e-01, -8.263e-01, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 3.300e+00, 1.000e+00, 4.500e+00, -8.036e-01, 2.816e-03, 1.478e-01, -9.556e-01, -8.307e-01, -8.256e-01, -8.212e-01, -8.180e-01, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 3.400e+00, 1.000e+00, 4.500e+00, -7.942e-01, 3.845e-03, 1.526e-01, -9.526e-01, -8.241e-01, -8.191e-01, -8.132e-01, -8.099e-01, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 3.500e+00, 1.000e+00, 4.500e+00, -7.885e-01, 2.355e-03, 1.573e-01, -9.498e-01, -8.176e-01, -8.128e-01, -8.054e-01, -8.021e-01, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 3.600e+00, 1.000e+00, 4.500e+00, -7.819e-01, 3.912e-03, 1.620e-01, -9.471e-01, -8.113e-01, -8.066e-01, -7.978e-01, -7.945e-01, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 3.700e+00, 1.000e+00, 4.500e+00, -7.757e-01, 1.558e-03, 1.668e-01, -9.446e-01, -8.051e-01, -8.005e-01, -7.905e-01, -7.871e-01, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 3.800e+00, 1.000e+00, 4.500e+00, -7.689e-01, 1.966e-03, 1.715e-01, -9.422e-01, -7.991e-01, -7.946e-01, -7.833e-01, -7.799e-01, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 3.900e+00, 1.000e+00, 4.500e+00, -7.640e-01, 1.795e-03, 1.762e-01, -9.398e-01, -7.931e-01, -7.888e-01, -7.763e-01, -7.729e-01, nan, -0.000e+00
7.500e-02, 6.000e+03, 1.000e+00, 4.000e+00, 1.000e+00, 4.500e+00, -7.583e-01, 1.629e-03, 1.810e-01, -9.376e-01, -7.873e-01, -7.831e-01, -7.695e-01, -7.660e-01, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 1.300e+00, 1.000e+00, 4.500e+00, -2.413e+00, 2.831e-01, 7.665e-02, -1.541e+00, -1.497e+00, -1.448e+00, -1.530e+00, -1.529e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 1.400e+00, 1.000e+00, 4.500e+00, -2.257e+00, 2.865e-01, 8.320e-02, -1.497e+00, -1.426e+00, -1.401e+00, -1.480e+00, -1.477e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 1.500e+00, 1.000e+00, 4.500e+00, -1.908e+00, 3.084e-01, 8.977e-02, -1.462e+00, -1.381e+00, -1.363e+00, -1.438e+00, -1.433e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 1.600e+00, 1.000e+00, 4.500e+00, -1.623e+00, 3.222e-01, 9.636e-02, -1.434e+00, -1.347e+00, -1.331e+00, -1.400e+00, -1.395e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 1.700e+00, 1.000e+00, 4.500e+00, -1.341e+00, 1.020e-01, 1.030e-01, -1.411e+00, -1.319e+00, -1.305e+00, -1.367e+00, -1.361e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 1.800e+00, 1.000e+00, 4.500e+00, -1.337e+00, 1.310e-01, 1.096e-01, -1.391e+00, -1.295e+00, -1.282e+00, -1.338e+00, -1.331e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 1.900e+00, 1.000e+00, 4.500e+00, -1.254e+00, 2.990e-02, 1.162e-01, -1.375e+00, -1.275e+00, -1.262e+00, -1.311e+00, -1.304e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 2.000e+00, 1.000e+00, 4.500e+00, -1.231e+00, 1.824e-02, 1.228e-01, -1.361e+00, -1.256e+00, -1.244e+00, -1.287e+00, -1.280e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 2.100e+00, 1.000e+00, 4.500e+00, -1.205e+00, 1.232e-02, 1.295e-01, -1.349e+00, -1.239e+00, -1.228e+00, -1.265e+00, -1.258e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 2.200e+00, 1.000e+00, 4.500e+00, -1.189e+00, 6.968e-03, 1.361e-01, -1.339e+00, -1.224e+00, -1.213e+00, -1.245e+00, -1.237e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 2.300e+00, 1.000e+00, 4.500e+00, -1.180e+00, 7.281e-03, 1.428e-01, -1.330e+00, -1.210e+00, -1.200e+00, -1.226e+00, -1.218e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 2.400e+00, 1.000e+00, 4.500e+00, -1.162e+00, 8.657e-03, 1.495e-01, -1.322e+00, -1.197e+00, -1.187e+00, -1.208e+00, -1.201e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 2.500e+00, 1.000e+00, 4.500e+00, -1.146e+00, 6.427e-03, 1.561e-01, -1.314e+00, -1.184e+00, -1.175e+00, -1.191e+00, -1.184e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 2.600e+00, 1.000e+00, 4.500e+00, -1.136e+00, 3.771e-03, 1.628e-01, -1.308e+00, -1.173e+00, -1.164e+00, -1.176e+00, -1.168e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 2.700e+00, 1.000e+00, 4.500e+00, -1.123e+00, 4.154e-03, 1.694e-01, -1.302e+00, -1.161e+00, -1.153e+00, -1.161e+00, -1.153e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 2.800e+00, 1.000e+00, 4.500e+00, -1.115e+00, 4.516e-03, 1.761e-01, -1.296e+00, -1.151e+00, -1.143e+00, -1.147e+00, -1.139e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 2.900e+00, 1.000e+00, 4.500e+00, -1.103e+00, 5.952e-03, 1.828e-01, -1.291e+00, -1.141e+00, -1.133e+00, -1.133e+00, -1.126e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 3.000e+00, 1.000e+00, 4.500e+00, -1.092e+00, 4.999e-03, 1.894e-01, -1.287e+00, -1.131e+00, -1.123e+00, -1.120e+00, -1.113e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 3.100e+00, 1.000e+00, 4.500e+00, -1.086e+00, 5.180e-03, 1.961e-01, -1.282e+00, -1.121e+00, -1.114e+00, -1.108e+00, -1.100e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 3.200e+00, 1.000e+00, 4.500e+00, -1.073e+00, 7.133e-03, 2.027e-01, -1.278e+00, -1.112e+00, -1.105e+00, -1.096e+00, -1.088e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 3.300e+00, 1.000e+00, 4.500e+00, -1.063e+00, 4.150e-03, 2.094e-01, -1.275e+00, -1.103e+00, -1.097e+00, -1.084e+00, -1.077e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 3.400e+00, 1.000e+00, 4.500e+00, -1.058e+00, 4.079e-03, 2.160e-01, -1.271e+00, -1.094e+00, -1.088e+00, -1.073e+00, -1.066e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 3.500e+00, 1.000e+00, 4.500e+00, -1.048e+00, 7.541e-04, 2.227e-01, -1.268e+00, -1.086e+00, -1.080e+00, -1.062e+00, -1.055e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 3.600e+00, 1.000e+00, 4.500e+00, -1.039e+00, 1.956e-03, 2.293e-01, -1.264e+00, -1.078e+00, -1.072e+00, -1.052e+00, -1.044e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 3.700e+00, 1.000e+00, 4.500e+00, -1.032e+00, 1.787e-03, 2.360e-01, -1.261e+00, -1.069e+00, -1.064e+00, -1.042e+00, -1.034e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 3.800e+00, 1.000e+00, 4.500e+00, -1.022e+00, 2.958e-03, 2.426e-01, -1.259e+00, -1.061e+00, -1.056e+00, -1.032e+00, -1.024e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 3.900e+00, 1.000e+00, 4.500e+00, -1.013e+00, 4.636e-03, 2.492e-01, -1.256e+00, -1.054e+00, -1.048e+00, -1.022e+00, -1.014e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 4.000e+00, 1.000e+00, 4.500e+00, -1.004e+00, 1.677e-03, 2.559e-01, -1.253e+00, -1.046e+00, -1.041e+00, -1.012e+00, -1.005e+00, nan, -0.000e+00
1.500e-01, 3.000e+03, 1.000e+00, 1.300e+00, 1.000e+00, 4.500e+00, -3.030e+00, 2.418e-01, 1.328e-01, -2.259e+00, -2.401e+00, -2.098e+00, -2.309e+00, -2.276e+00, nan, -0.000e+00
1.500e-01, 3.000e+03, 1.000e+00, 1.400e+00, 1.000e+00, 4.500e+00, -2.618e+00, 2.917e-01, 1.440e-01, -2.199e+00, -2.060e+00, -2.037e+00, -2.232e+00, -2.196e+00, nan, -0.000e+00
